Title,Named-entity,Frequency
Angela Merkel,wall street journal,3
Angela Merkel,28,11
Angela Merkel,20160828185015,1
Angela Merkel,october 2016,1
Angela Merkel,54,1
Angela Merkel,651,2
Angela Merkel,20190413113354,1
Angela Merkel,november 2016 59,1
Angela Merkel,20210518201319,1
Angela Merkel,56,1
Angela Merkel,39,1
Angela Merkel,35,1
Angela Merkel,32,3
Angela Merkel,25,4
Angela Merkel,20,4
Angela Merkel,15,7
Angela Merkel,20190423190451,1
Angela Merkel,1172064,2
Angela Merkel,kommender woche,1
Angela Merkel,gespr chen,1
Angela Merkel,20171015015957,1
Angela Merkel,7 october 2017,1
Angela Merkel,20171007204453,1
Angela Merkel,kate,1
Angela Merkel,20171124134203,1
Angela Merkel,frank walter,1
Angela Merkel,neue z rcher zeitung url https,1
Angela Merkel,1365837,2
Angela Merkel,20190603170016,1
Angela Merkel,late december 2017,1
Angela Merkel,36 percent,1
Angela Merkel,23573560,2
Angela Merkel,daniel delhaes,1
Angela Merkel,20211130172208,1
Angela Merkel,st 121866,1
Angela Merkel,14 march 2018,1
Angela Merkel,546336,2
Angela Merkel,20190712161024,1
Angela Merkel,democrats,4
Angela Merkel,long german,1
Angela Merkel,last month,1
Angela Merkel,41868786,2
Angela Merkel,20181215022314,1
Angela Merkel,04,3
Angela Merkel,20181215070203,1
Angela Merkel,august 2019,2
Angela Merkel,67,1
Angela Merkel,2021 29,1
Angela Merkel,https www n tv de,2
Angela Merkel,ab,2
Angela Merkel,11 march 2019,2
Angela Merkel,20190826104416,1
Angela Merkel,article20899545,1
Angela Merkel,september 2021,1
Angela Merkel,16 year,4
Angela Merkel,date 9 september 2021,1
Angela Merkel,deutsche title germany s,1
Angela Merkel,24 11 2021,1
Angela Merkel,59915201,2
Angela Merkel,20211125140926,1
Angela Merkel,abc net au news,1
Angela Merkel,100684978,1
Angela Merkel,abc news,2
Angela Merkel,october 2010,1
Angela Merkel,christian democratic union cdu party,1
Angela Merkel,bbc news url,1
Angela Merkel,europe 11559451,1
Angela Merkel,20101017050644,1
Angela Merkel,11559451,1
Angela Merkel,audrey kauffmann,1
Angela Merkel,17 october 2010,1
Angela Merkel,juden kritisiert seehofer debatte,1
Angela Merkel,396,2
Angela Merkel,166vg7v,1
Angela Merkel,htm newspaper s,1
Angela Merkel,christlichen,1
Angela Merkel,june 2016,1
Angela Merkel,europe 11532699,2
Angela Merkel,bbc news title,1
Angela Merkel,20101014045042,1
Angela Merkel,italy,1
Angela Merkel,european union eu,1
Angela Merkel,eu solidarity url https,1
Angela Merkel,4d86 9eb7,2
Angela Merkel,18 september,1
Angela Merkel,20200924024039,1
Angela Merkel,70f9c1b49ef0,1
Angela Merkel,eu solidarity migration url https,1
Angela Merkel,article europe,2
Angela Merkel,eu solidarity migration,2
Angela Merkel,baczynska,1
Angela Merkel,20210203150412,1
Angela Merkel,05,5
Angela Merkel,spanish,1
Angela Merkel,pedro s nchez,2
Angela Merkel,late august 2015,1
Angela Merkel,dublin,1
Angela Merkel,syrian,4
Angela Merkel,august 2015,2
Angela Merkel,eu,10
Angela Merkel,11821822,2
Angela Merkel,html,2
Angela Merkel,20170612103828,1
Angela Merkel,nearly 1 1 million,1
Angela Merkel,annually year,1
Angela Merkel,ref https,1
Angela Merkel,europe 34185353,2
Angela Merkel,500 000,1
Angela Merkel,20201020215118,1
Angela Merkel,8 september,1
Angela Merkel,ref hill,1
