Title,Named-entity,Frequency
Ed Sheeran,day single day,1
Ed Sheeran,316107,1
Ed Sheeran,u s,2
Ed Sheeran,15 2019,1
Ed Sheeran,2019 05 11,1
Ed Sheeran,s don,3
Ed Sheeran,uk australia,2
Ed Sheeran,50,3
Ed Sheeran,18 2019,1
Ed Sheeran,ref ref cite magazine url https www billboard,2
Ed Sheeran,8512166,1
Ed Sheeran,number seventh week,1
Ed Sheeran,100 seventh week,1
Ed Sheeran,number 9,1
Ed Sheeran,number 1 week,1
Ed Sheeran,1 week,1
Ed Sheeran,june 2019,3
Ed Sheeran,number 3,1
Ed Sheeran,july 2019,3
Ed Sheeran,6 july 2019,1
Ed Sheeran,july,1
Ed Sheeran,chris stapleton,1
Ed Sheeran,mar chris,1
Ed Sheeran,12 july,1
Ed Sheeran,scott ref,1
Ed Sheeran,scott,2
Ed Sheeran,12 july 2019,2
Ed Sheeran,ref cite magazine url https www billboard,2
Ed Sheeran,8523132,1
Ed Sheeran,6 1,1
Ed Sheeran,21 july 2019,1
Ed Sheeran,22 july 2019,2
Ed Sheeran,aria australian,1
Ed Sheeran,41 week,1
Ed Sheeran,one 2010s week,1
Ed Sheeran,2010s week,1
Ed Sheeran,august,3
Ed Sheeran,260,1
Ed Sheeran,suffolk ref cite news,1
Ed Sheeran,49454009,1
Ed Sheeran,100 000,1
Ed Sheeran,24 july,1
Ed Sheeran,10893023,1
Ed Sheeran,october 2021,2
Ed Sheeran,seventh,1
Ed Sheeran,s london,1
Ed Sheeran,stormzys,1
Ed Sheeran,27215,1
Ed Sheeran,7 september 2019,1
Ed Sheeran,kenny chesney s,1
Ed Sheeran,kenny chesney song,1
Ed Sheeran,2019 07,2
Ed Sheeran,kenny chesney,1
Ed Sheeran,16 october 2019,1
Ed Sheeran,jim casey ref,1
Ed Sheeran,27936,1
Ed Sheeran,2010 2019,1
Ed Sheeran,11 december 2019,1
Ed Sheeran,musician drake,1
Ed Sheeran,2020,7
Ed Sheeran,christmas,5
Ed Sheeran,tomorrow,1
Ed Sheeran,2842855,1
Ed Sheeran,december 2020,1
Ed Sheeran,s bush,2
Ed Sheeran,west london,1
Ed Sheeran,october 2021 25,1
Ed Sheeran,9585940,1
Ed Sheeran,10th,3
Ed Sheeran,consecutive week,1
Ed Sheeran,chart australia,1
Ed Sheeran,canada germany,1
Ed Sheeran,33511,1
Ed Sheeran,july 2021,1
Ed Sheeran,ref ref cite news,1
Ed Sheeran,9606390,1
Ed Sheeran,26 july 2021,1
Ed Sheeran,52 week,1
Ed Sheeran,80 week,1
Ed Sheeran,69 week,1
Ed Sheeran,52 week year,2
Ed Sheeran,34033,1
Ed Sheeran,15 september 2021,1
Ed Sheeran,29 october 2021,1
Ed Sheeran,1428343343583485956,1
Ed Sheeran,october,1
Ed Sheeran,hour,2
Ed Sheeran,joe,1
Ed Sheeran,september 2021,1
Ed Sheeran,american,2
Ed Sheeran,season,1
Ed Sheeran,9611621,1
Ed Sheeran,august 2021,1
Ed Sheeran,10 september,1
Ed Sheeran,34060,1
Ed Sheeran,17 september 2021,1
Ed Sheeran,34388,1
Ed Sheeran,9656431,1
Ed Sheeran,november 2021,2
Ed Sheeran,merry christmas,2
Ed Sheeran,ref cite news title,1
Ed Sheeran,john ed,3
Ed Sheeran,merry,1
